estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative
-0.16482017762424422,-7.075890171188024,2.1215999288695623e-12,1793,-0.2094894173836312,-0.11946443502508629,Pearson's product-moment correlation,two.sided
